NrRegisto,DataRegisto,NomeAlojamento,Modalidade,NrCamas,NrUtentes,MoradaFornecida,CodPostal,Freguesia,RuaPadronizada,RuaMatch,LimpezaDados,Ano,Mes,NrPredio,Endereco,Latitude,Longitude
101132/AL,2019-08-03,MaHouse GuestHouse,Estabelecimento de hospedagem,13.0,22,"Rua Cidade de Margão, 6",1800-103,Olivais,rua cidade de margão,rua cidade de margão,done,2019,8,6.0,"rua cidade de margão, 6",38.7595125,-9.1136849
101133/AL,2019-08-03,Charming Roma,Apartamento,2.0,4,"Rua Doutor Gama Barros, 24",1700-145,Alvalade,rua doutor gama barros,rua dr gama barros,done,2019,8,24.0,"rua dr gama barros, 24",38.7477588,-9.1390396
101134/AL,2019-08-03,All2gether-  Belém 69,Apartamento,2.0,4,"Rua Alexandre de Sá Pinto, 69",1300-034,Belém,rua alexandre de sá pinto,rua alexandre de sá pinto,done,2019,8,69.0,"rua alexandre de sá pinto, 69",38.6989783,-9.1957196
101135/AL,2019-08-03,Presidente Arriaga 29,Estabelecimento de hospedagem,5.0,10,"Rua Presidente Arriaga, 29",1200-771,Estrela,rua presidente arriaga,rua presidente arriaga,done,2019,8,29.0,"rua presidente arriaga, 29",38.7042794,-9.1658957
101136/AL,2019-08-03,Laniakea Over Santa Justa,Apartamento,1.0,3,"Rua do Carmo, 63",1200-093,Santa Maria Maior,rua do carmo,rua do carmo,done,2019,8,63.0,"rua do carmo, 63",38.7120451,-9.1397235
101138/AL,2019-08-03,Apartamentos Lusitano 4D,Apartamento,1.0,2,"Rua Vieira Lusitano, 14",1070-279,Campolide,rua vieira lusitano,rua vieira lusitano,done,2019,8,14.0,"rua vieira lusitano, 14",38.7279314,-9.1652574
101139/AL,2019-08-03,Apartamentos Lusitano 4E,Apartamento,1.0,2,"Rua Vieira Lusitano, 14",1070-279,Campolide,rua vieira lusitano,rua vieira lusitano,done,2019,8,14.0,"rua vieira lusitano, 14",38.7279314,-9.1652574
101140/AL,2019-08-03,Apartamentos Lusitano 3E,Apartamento,3.0,4,"Rua Vieira Lusitano, 14",1070-279,Campolide,rua vieira lusitano,rua vieira lusitano,done,2019,8,14.0,"rua vieira lusitano, 14",38.7279314,-9.1652574
101141/AL,2019-08-03,Apartamentos Lusitano 3D,Apartamento,5.0,6,"Rua Vieira Lusitano, 14",1070-279,Campolide,rua vieira lusitano,rua vieira lusitano,done,2019,8,14.0,"rua vieira lusitano, 14",38.7279314,-9.1652574
101142/AL,2019-08-03,Santo António 52,Apartamento,2.0,4,"Rua Santo António A Belém, 52",1400-325,Belém,rua santo antónio a belém,rua de santo antónio a belém,done,2019,8,52.0,"rua de santo antónio a belém, 52",38.7047145,-9.2025379
101143/AL,2019-08-03,Santo António 52,Apartamento,2.0,4,"Rua Santo António A Belém, 52",1400-325,Belém,rua santo antónio a belém,rua de santo antónio a belém,done,2019,8,52.0,"rua de santo antónio a belém, 52",38.7047145,-9.2025379
101144/AL,2019-08-03,Santo António 52,Apartamento,2.0,4,"Rua Santo António A Belém, 52",1400-325,Belém,rua santo antónio a belém,rua de santo antónio a belém,done,2019,8,52.0,"rua de santo antónio a belém, 52",38.7047145,-9.2025379
101145/AL,2019-08-03,Santo António 52,Apartamento,2.0,4,"Rua Santo António A Belém, 52",1400-325,Belém,rua santo antónio a belém,rua de santo antónio a belém,done,2019,8,52.0,"rua de santo antónio a belém, 52",38.7047145,-9.2025379
101324/AL,2019-08-06,Casa Eclea,Apartamento,2.0,4,"Rua Imprensa Nacional, 89A r/c",1250-124,Santo António,rua imprensa nacional,rua da imprensa nacional,done,2019,8,89.0,"rua da imprensa nacional, 89",38.7169159,-9.152559900000002
101325/AL,2019-08-06,Herman Leonardo Malamud,Apartamento,2.0,4,Avenida 24,1200-870,Estrela,avenida,avenida vinte e quatro de julho,manual,2019,8,24.0,avenida vinte e quatro de julho,38.703691917437666,-9.16555315888001
101326/AL,2019-08-06,Maria Andrade,Apartamento,9.0,9,"Rua Maria Andrade, 7",1170-214,Arroios,rua maria andrade,rua maria andrade,done,2019,8,7.0,"rua maria andrade, 7",38.7232026,-9.1329751
101327/AL,2019-08-06,marques design flat,Apartamento,6.0,8,Rua Sampaio e Pina,1070-250,Avenidas Novas,rua sampaio e pina,rua sampaio e pina,done,2019,8,,rua sampaio e pina,38.7272044,-9.1569386
101328/AL,2019-08-06,Downtown Santa Justa,Apartamento,3.0,6,"Rua Santa Justa, 60",1100-485,Santa Maria Maior,rua santa justa,rua de santa justa,done,2019,8,60.0,"rua de santa justa, 60",38.7125063,-9.1382251
101329/AL,2019-08-06,"GOMES PEREIRA, 29",Apartamento,1.0,2,"Avenida Gomes Pereira, 29",1500-328,Benfica,avenida gomes pereira,avenida gomes pereira,done,2019,8,29.0,"avenida gomes pereira, 29",38.747918,-9.1976001
101385/AL,2019-08-07,LX4U - APARTMENTS,Apartamento,3.0,4,"Avenida Almirante Reis, 78",1000-048,Arroios,avenida almirante reis,avenida almirante reis,done,2019,8,78.0,"avenida almirante reis, 78",38.7284424,-9.1345678
101392/AL,2019-08-07,Calçada da Ajuda,Apartamento,2.0,5,"Calçada da Ajuda, 206",1300-003,Ajuda,calçada da ajuda,calçada da ajuda,done,2019,8,206.0,"calçada da ajuda, 206",38.704396,-9.1991858
101514/AL,2019-08-08,Rua Augusta 231,Apartamento,4.0,5,"Rua Augusta, 231",1100-049,Santa Maria Maior,rua augusta,rua augusta,done,2019,8,231.0,"rua augusta, 231",38.7120092,-9.1383007
101516/AL,2019-08-08,Spacious Apartment In Alvalade,Apartamento,4.0,8,"Avenida Brasil, 156",1700-076,Alvalade,avenida brasil,avenida do brasil,done,2019,8,156.0,"avenida do brasil, 156",38.757799,-9.1412175
101576/AL,2019-08-09,Art-Deco Apartment in Belém IV,Apartamento,4.0,8,"Rua Bica do Marquês, 41",1300-087,Ajuda,rua bica do marquês,rua da bica do marquês,done,2019,8,41.0,"rua da bica do marquês, 41",38.7046657,-9.1987561
101577/AL,2019-08-09,4U LISBON SUITES & GUESTHOUSE VII,Estabelecimento de hospedagem,16.0,26,"Avenida Estados Unidos da América, 100",1700-179,Alvalade,avenida estados unidos da américa,avenida dos estados unidos da américa,done,2019,8,100.0,"avenida dos estados unidos da américa, 100",38.7496049,-9.1425678
101578/AL,2019-08-09,"Rua do Ouro, E - 1B",Apartamento,3.0,5,"Rua do Ouro, 75",1100-060,Santa Maria Maior,rua do ouro,rua áurea,manual,2019,8,75.0,"rua áurea, 75",38.7096182,-9.1382223
101579/AL,2019-08-09,Alcântara Cozy Hideout,Apartamento,1.0,2,"Rua Costa, 36",1350-111,Estrela,rua costa,rua da costa,done,2019,8,36.0,"rua da costa, 36",38.7068103,-9.1726481
101580/AL,2019-08-09,Morais Soares 56,Apartamento,1.0,2,"Rua Morais Soares, 56",1900-348,Penha de França,rua morais soares,rua morais soares,done,2019,8,56.0,"rua morais soares, 56",38.7323809,-9.1287735
101581/AL,2019-08-09,Projecto Sonho,Apartamento,2.0,5,"Rua Bempostinha, 21",1150-065,Arroios,rua bempostinha,rua da bempostinha,done,2019,8,21.0,"rua da bempostinha, 21",38.7225917,-9.1380811
101582/AL,2019-08-09,NEASA - In Lisbon Near Expo & Airport Shared Apartment,Estabelecimento de hospedagem,5.0,6,"Rua Cidade da Beira, 54",1800-070,Olivais,rua cidade da beira,rua cidade da beira,done,2019,8,54.0,"rua cidade da beira, 54",38.7671712,-9.1226768
101583/AL,2019-08-09,Bright Apartment in Entrecampos,Apartamento,2.0,3,"Avenida Forças Armadas, 61",1600-077,Avenidas Novas,avenida forças armadas,avenida das forças armadas,done,2019,8,61.0,"avenida das forças armadas, 61",38.747304,-9.1531725
101593/AL,2019-08-09,"Rua do Ouro, F - 1C",Apartamento,3.0,5,"Rua do Ouro, 75",1100-060,Santa Maria Maior,rua do ouro,rua áurea,manual,2019,8,75.0,"rua áurea, 75",38.7096182,-9.1382223
101664/AL,2019-08-10,Caiano Hostel,Apartamento,6.0,6,"Rua Alexandre Ferreira, 53",1750-010,Lumiar,rua alexandre ferreira,rua alexandre ferreira,done,2019,8,53.0,"rua alexandre ferreira, 53",38.7777861,-9.1632437
101665/AL,2019-08-10,Doffy's Getaway in Lisbon,Apartamento,4.0,6,"Rua Poiais de São Bento, 41",1200-345,Misericórdia,rua poiais de são bento,rua dos poiais de são bento,done,2019,8,41.0,"rua dos poiais de são bento, 41",38.7108263,-9.1509791
101666/AL,2019-08-10,Cozy Apartment with river view,Apartamento,2.0,4,"Rua Presidente Arriaga, 20",1200-772,Estrela,rua presidente arriaga,rua presidente arriaga,done,2019,8,20.0,"rua presidente arriaga, 20",38.7047314,-9.1631174
101667/AL,2019-08-10,Loft in Lisbon,Apartamento,2.0,4,"Travessa Verbena, 2",1300-566,Ajuda,travessa verbena,travessa da verbena,done,2019,8,2.0,"travessa da verbena, 2",38.7044482,-9.1995848
101668/AL,2019-08-10,O`Linda Casa,Apartamento,4.0,6,"Rua Sousa Viterbo, 56",1900-427,Penha de França,rua sousa viterbo,rua sousa viterbo,done,2019,8,56.0,"rua sousa viterbo, 56",38.72830099999999,-9.1212965
101669/AL,2019-08-10,Casa do Rio,Apartamento,2.0,4,"Rua Almirante Sarmento Rodrigues, 4",1900-882,Beato,rua almirante sarmento rodrigues,rua almirante sarmento rodrigues,done,2019,8,4.0,"rua almirante sarmento rodrigues, 4",38.7343569,-9.1213408
101670/AL,2019-08-10,Apartamento Fado de Portugal,Apartamento,2.0,4,"Rua São Bento, 151",1200-817,Estrela,rua são bento,rua de são bento,done,2019,8,151.0,"rua de são bento, 151",38.7145204,-9.1538687
101759/AL,2019-08-10,Morgado da Sé,Apartamento,5.0,8,"Rua Barão, 12",1100-072,Santa Maria Maior,rua barão,rua do barão,done,2019,8,12.0,"rua do barão, 12",38.710055,-9.1308966
101774/AL,2019-08-12,Modern and charming apartments Estrela,Apartamento,3.0,4,"Rua São Bento, 362",1200-822,Misericórdia,rua são bento,rua dos poiais de são bento,done,2019,8,362.0,"rua dos poiais de são bento, 362",38.7108037,-9.1512109
101803/AL,2019-08-13,Tejo´s Home,Apartamento,3.0,5,"Rua Conselheiro Martins de Carvalho, 3",1400-069,Belém,rua conselheiro martins de carvalho,rua conselheiro martins de carvalho,done,2019,8,3.0,"rua conselheiro martins de carvalho, 3",38.7067748,-9.202964
101814/AL,2019-08-13,Lisbon Saudade Rooms,Estabelecimento de hospedagem,13.0,17,"Rua Actor Taborda, 36",1000-008,Arroios,rua actor taborda,rua actor taborda,done,2019,8,36.0,"rua actor taborda, 36",38.73221700000001,-9.1435927
101816/AL,2019-08-13,83 Investing,Apartamento,4.0,6,"Praça Rua da Boavista 43, tornejando com Boqueirão dos Ferreiros, 11",1200-425,Misericórdia,praça rua da boavista,rua da boavista,done,2019,8,11.0,"rua da boavista, 11",38.7086068,-9.1480787
101819/AL,2019-08-13,real avenue,Apartamento,4.0,6,"Rua Rodrigues Sampaio, 19",1150-278,Santo António,rua rodrigues sampaio,rua rodrigues sampaio,done,2019,8,19.0,"rua rodrigues sampaio, 19",38.7217733,-9.1457674
101877/AL,2019-08-14,PANORAMIC RIVER VIEW,Apartamento,4.0,6,"Avenida Índico, 1",1990-125,Parque das Nações,avenida índico,avenida do índico,done,2019,8,1.0,"avenida do índico, 1",38.7684327,-9.0966434
101879/AL,2019-08-14,LV Premier Amoreiras AM3,Apartamento,8.0,10,"Travessa Fábrica das Sedas, 24",1250-108,Santo António,travessa fábrica das sedas,travessa da fábrica das sedas,done,2019,8,24.0,"travessa da fábrica das sedas, 24",38.7226215,-9.1553099
101880/AL,2019-08-14,Marvila Charming Flat,Apartamento,2.0,4,"Rua Capitão Leitão, 34",1950-051,Marvila,rua capitão leitão,rua capitão leitão,done,2019,8,34.0,"rua capitão leitão, 34",38.7391074,-9.1044825
101881/AL,2019-08-14,Encarnação Metro 1/2,Apartamento,3.0,6,"Rua General Silva Freire, 23",1800-208,Olivais,rua general silva freire,rua general silva freire,done,2019,8,23.0,"rua general silva freire, 23",38.7739201,-9.1152687
101941/AL,2019-08-15,Guiné 19,Apartamento,8.0,12,"Rua Guiné, 19",1170-172,Arroios,rua guiné,rua da guiné,done,2019,8,19.0,"rua da guiné, 19",38.7271748,-9.1333957
101942/AL,2019-08-15,Ribeira 8,Apartamento,2.0,4,"Rua Boavista, 43",1200-066,Misericórdia,rua boavista,rua da boavista,done,2019,8,43.0,"rua da boavista, 43",38.70866729999999,-9.1489437
101943/AL,2019-08-15,Casa AR.TE,Apartamento,5.0,6,"Calçada Engenheiro Miguel Pais, 8",1200-171,Santo António,calçada engenheiro miguel pais,calçada engenheiro miguel pais,done,2019,8,8.0,"calçada engenheiro miguel pais, 8",38.7162922,-9.1519984
101944/AL,2019-08-15,Alameda Garrido,Apartamento,1.0,2,"Rua Garrido, 34",1900-249,Areeiro,rua garrido,rua do garrido,done,2019,8,34.0,"rua do garrido, 34",38.73803789999999,-9.1291489
101945/AL,2019-08-15,CASA DOS LAGARTOS,Apartamento,4.0,6,"Rua Dom Vasco, 51",1300-198,Ajuda,rua dom vasco,rua de dom vasco,done,2019,8,51.0,"rua de dom vasco, 51",38.7040889,-9.1958625
10199/AL,2015-03-25,Chill Lenita,Apartamento,2.0,4,"Rua Garrett, 26",1200-203,Santa Maria Maior,rua garrett,rua garrett,done,2015,3,26.0,"rua garrett, 26",38.7109435,-9.1403367
101998/AL,2019-08-17,ZZ,Apartamento,2.0,5,"Rua São Nicolau, 42",1100-547,Santa Maria Maior,rua são nicolau,rua de são nicolau,done,2019,8,42.0,"rua de são nicolau, 42",38.7105184,-9.1370472
102000/AL,2019-08-17,Mota Family,Quartos,1.0,1,"Rua Artur Ramos, Lt 2",1750-464,Santa Clara,rua artur ramos,rua artur ramos,done,2019,8,2.0,"rua artur ramos, 2",38.78769210000001,-9.1551685
102002/AL,2019-08-17,Ribeira 9,Apartamento,2.0,5,"Rua Boavista, 43",1200-066,Misericórdia,rua boavista,rua da boavista,done,2019,8,43.0,"rua da boavista, 43",38.70866729999999,-9.1489437
102049/AL,2019-08-20,Downtown Bliss II Apartment,Apartamento,3.0,6,Rua Santa Justa,1100-485,Santa Maria Maior,rua santa justa,rua de santa justa,done,2019,8,,rua de santa justa,38.7124614,-9.1379767
102052/AL,2019-08-20,LUZ E FORÇA,Apartamento,5.0,6,"Rua Douradores, 121",1100-203,Santa Maria Maior,rua douradores,rua dos douradores,done,2019,8,121.0,"rua dos douradores, 121",38.7122066,-9.1371191
102057/AL,2019-08-20,José Santos,Apartamento,2.0,4,"Rua Poeta Mílton, 2",1170-321,Arroios,rua poeta mílton,rua poeta milton,done,2019,8,2.0,"rua poeta milton, 2",38.7284216,-9.1328123
102061/AL,2019-08-20,CASA BOA VISTA,Apartamento,2.0,4,"Rua Capitão Renato Baptista, 26",1150-087,Arroios,rua capitão renato baptista,rua capitão renato baptista,done,2019,8,26.0,"rua capitão renato baptista, 26",38.7208838,-9.1369774
102063/AL,2019-08-20,Birds Nest,Apartamento,3.0,4,"Rua Francisco de Assis Rodrigues, 17",1070-130,Campolide,rua francisco de assis rodrigues,rua francisco de assis rodrigues,done,2019,8,17.0,"rua francisco de assis rodrigues, 17",38.7279806,-9.1650215
102064/AL,2019-08-20,Ribeira 11,Apartamento,2.0,4,"Boqueirão Ferreiros, 11",1200-185,Misericórdia,boqueirão ferreiros,boqueirão dos ferreiros,done,2019,8,11.0,"boqueirão dos ferreiros, 11",38.7079413,-9.1493762
102066/AL,2019-08-20,Estúdio 20 e dois,Apartamento,3.0,3,"Rua Saraiva de Carvalho, 18",1250-243,Campo de Ourique,rua saraiva de carvalho,rua saraiva de carvalho,done,2019,8,18.0,"rua saraiva de carvalho, 18",38.7177916,-9.1592325
102068/AL,2019-08-20,Estrela Dourada,Apartamento,3.0,4,"Rua Correia Teles, 29",1350-093,Campo de Ourique,rua correia teles,rua correia teles,done,2019,8,29.0,"rua correia teles, 29",38.719147,-9.1660433
102069/AL,2019-08-20,Downtown Bliss I Apartment,Apartamento,3.0,6,"Rua Santa Justa, 60",1100-485,Santa Maria Maior,rua santa justa,rua de santa justa,done,2019,8,60.0,"rua de santa justa, 60",38.7125063,-9.1382251
10209/AL,2015-03-26,Alfama Charming Apartment,Apartamento,3.0,5,"Rua Salvador, 54",1100-466,São Vicente,rua salvador,rua do salvador,done,2015,3,54.0,"rua do salvador, 54",38.7140276,-9.1305756
10212/AL,2015-03-26,Travessa III,Apartamento,6.0,6,"Travessa Remédios, 6",1100-453,São Vicente,travessa remédios,travessa dos remédios,done,2015,3,6.0,"travessa dos remédios, 6",38.7136045,-9.1253991
102121/AL,2019-08-21,Annie's comfy and cosy 2 bedroom house,Apartamento,3.0,5,"Rua Bartolomeu Costa, 32",1170-048,São Vicente,rua bartolomeu costa,rua bartolomeu da costa,done,2019,8,32.0,"rua bartolomeu da costa, 32",38.7215065,-9.1251438
102122/AL,2019-08-21,Travessa do Carvalho,Apartamento,1.0,2,"Praça Travessa do Carvalho, 1",1200-425,Misericórdia,praça travessa do carvalho,travessa do carvalho,done,2019,8,1.0,"travessa do carvalho, 1",38.7077367,-9.145331
102123/AL,2019-08-21,Santa Justa 58,Apartamento,3.0,4,"Rua Santa Justa e Augusta, 58",1100-485,Santa Maria Maior,rua santa justa e augusta,rua de santa justa,done,2019,8,58.0,"rua de santa justa, 58",38.7125137,-9.1382573
102124/AL,2019-08-21,Boavista 43 D5,Apartamento,2.0,4,"Praça Rua da Boavista, 43",1200-425,Misericórdia,praça rua da boavista,rua da boavista,done,2019,8,43.0,"rua da boavista, 43",38.70866729999999,-9.1489437
102125/AL,2019-08-21,alcantara,Apartamento,3.0,4,"Rua Rodrigues de Faria, 107",1300-501,Alcântara,rua rodrigues de faria,rua rodrigues faria,done,2019,8,107.0,"rua rodrigues faria, 107",38.7036172,-9.1789363
102127/AL,2019-08-21,liberdade 12,Apartamento,2.0,4,"Rua Portas de Santo Antão, 137",1150-267,Santo António,rua portas de santo antão,rua das portas de santo antão,done,2019,8,137.0,"rua das portas de santo antão, 137",38.7170993,-9.1414859
102128/AL,2019-08-21,Old Lisbon Typical Apartment,Apartamento,6.0,6,"Calçada Barbadinhos, 85",1170-040,São Vicente,calçada barbadinhos,calçada dos barbadinhos,done,2019,8,85.0,"calçada dos barbadinhos, 85",38.7194699,-9.1207653
102129/AL,2019-08-21,Trinas cozy apartment,Apartamento,1.0,2,Rua Trinas,1200-859,Estrela,rua trinas,rua das trinas,done,2019,8,,rua das trinas,38.7093383,-9.1576233
102130/AL,2019-08-21,Trinas cozy apartment for 4,Apartamento,2.0,4,"Rua Trinas, B",1200-859,Estrela,rua trinas,rua das trinas,done,2019,8,,rua das trinas,38.7093383,-9.1576233
10216/AL,2015-03-26,Príncipe Real GArden,Apartamento,3.0,4,"Rua Gustavo de Matos Sequeira, 15",1200-214,Santo António,rua gustavo de matos sequeira,rua de gustavo de matos sequeira,done,2015,3,15.0,"rua de gustavo de matos sequeira, 15",38.7167208,-9.1521024
102171/AL,2019-08-22,Little Paradise Lisboa,Apartamento,4.0,5,"Rua Sebastião Saraiva Lima, 30",1170-343,Penha de França,rua sebastião saraiva lima,rua sebastião saraiva lima,done,2019,8,30.0,"rua sebastião saraiva lima, 30",38.7320344,-9.1310696
102173/AL,2019-08-22,Vila Maia Guest House,Apartamento,2.0,4,Rua 1,1350-403,Estrela,rua,rua um da vila maia,manual,2019,8,1.0,"rua um da vila maia, 1",38.7149843,-9.1633752
102177/AL,2019-08-22,Casa do Theatro,Apartamento,6.0,10,"Largo da Trindade, 16",1200-301,Santa Maria Maior,largo da trindade,largo da trindade,done,2019,8,16.0,"largo da trindade, 16",38.7121854,-9.1426412
102182/AL,2019-08-22,Trendy Alcântara II,Apartamento,3.0,4,"Rua Indústria, 15",1300-301,Alcântara,rua indústria,rua da indústria,done,2019,8,15.0,"rua da indústria, 15",38.7057465,-9.1798587
102183/AL,2019-08-22,Morgan - Jupiter Seviced Apartments,Apartamento,2.0,4,"Rua Rodrigo da Fonseca, 15",1250-189,Santo António,rua rodrigo da fonseca,rua rodrigo da fonseca,done,2019,8,15.0,"rua rodrigo da fonseca, 15",38.7205855,-9.1513421
102184/AL,2019-08-22,Pensamento Inedito,Estabelecimento de hospedagem,11.0,20,"Calçada Desterro, 7",1150-125,Santa Maria Maior,calçada desterro,calçada do desterro,done,2019,8,7.0,"calçada do desterro, 7",38.7195813,-9.1363006
102185/AL,2019-08-22,Janelas Verdes 3,Apartamento,3.0,4,"Rua Janelas Verdes, 3",1200-690,Estrela,rua janelas verdes,rua das janelas verdes,done,2019,8,3.0,"rua das janelas verdes, 3",38.7063681,-9.1584612
102186/AL,2019-08-22,Cozy Lisboa,Apartamento,4.0,6,"Rua Frei Manuel do Cenáculo, 20",1170-147,Penha de França,rua frei manuel do cenáculo,rua frei manuel do cenáculo,done,2019,8,20.0,"rua frei manuel do cenáculo, 20",38.7250537,-9.1270026
102187/AL,2019-08-22,Morgan - Jupiter Seviced Apartments,Apartamento,2.0,4,"Rua Rodrigo da Fonseca, 15",1250-189,Santo António,rua rodrigo da fonseca,rua rodrigo da fonseca,done,2019,8,15.0,"rua rodrigo da fonseca, 15",38.7205855,-9.1513421
102189/AL,2019-08-22,My Charm Lisbon Suite I,Estabelecimento de hospedagem,8.0,16,"Avenida Almirante Reis, 106",1150-015,Arroios,avenida almirante reis,avenida almirante reis,done,2019,8,106.0,"avenida almirante reis, 106",38.7309985,-9.134244
102208/AL,2019-08-23,HOMELY LX,Apartamento,2.0,4,"Rua Morais Soares, 131",1900-344,Arroios,rua morais soares,rua morais soares,done,2019,8,131.0,"rua morais soares, 131",38.733143,-9.1326417
10221/AL,2015-03-26,Castle View,Apartamento,3.0,4,"Rua Mãe D'Água, 13",1250-154,Santo António,rua mãe d'água,rua da mãe dágua,manual,2015,3,13.0,"rua da mãe dágua, 13",38.7173402,-9.1465545
